 row column   gen seedrate lincol linrow rancol ranrow fixrow1          x site  yield
   3      6 Illyarrie       10    2.5  -0.55      6      3       3 -3.1694215    4 0.5584
   4      6   Unicrop       40    2.5  -0.45      6      4       4 -0.1694215    4     NA
   5      6    Warrah       50    2.5  -0.35      6      5       1  0.8305785    4 0.8554
   6      6    Yandee       10    2.5  -0.25      6      6       2 -3.1694215    4 0.4955
   7      6 Illyarrie       20    2.5  -0.15      6      7       3 -2.1694215    4 1.1069
   8      6  Gungurru       10    2.5  -0.05      6      8       4 -3.1694215    4 0.7691
   9      6    Warrah       40    2.5   0.05      6      9       1 -0.1694215    4 0.7468
  10      6     Danja       10    2.5   0.15      6     10       2 -3.1694215    4 0.6251
  11      6    Yorrel       50    2.5   0.25      6     11       3  0.8305785    4 1.4883
  12      6    Merrit       10    2.5   0.35      6     12       4 -3.1694215    4 0.6156
  13      6   Unicrop       60    2.5   0.45      6     13       1  1.8305785    4 1.0239
  14      6 Illyarrie       40    2.5   0.55      6     14       2 -0.1694215    4 0.9910
  15      6    Merrit       20    2.5   0.65      6     15       3 -2.1694215    4 0.9411
  16      6  Gungurru       30    2.5   0.75      6     16       4 -1.1694215    4 0.8991
   1      1 Illyarrie       40   -2.5  -0.75      1      1       1 -0.1694215    5 0.5505
   2      1  Gungurru       60   -2.5  -0.65      1      2       2  1.8305785    5 0.8951
   3      1    Merrit       40   -2.5  -0.55      1      3       3 -0.1694215    5 0.8019
   4      1  Gungurru       50   -2.5  -0.45      1      4       4  0.8305785    5 0.8243
   5      1  Gungurru       40   -2.5  -0.35      1      5       1 -0.1694215    5 0.6866
   6      1    Yandee       40   -2.5  -0.25      1      6       2 -0.1694215    5 0.7795
   7      1     Danja       10   -2.5  -0.15      1      7       3 -3.1694215    5 0.5448
   8      1  Gungurru       10   -2.5  -0.05      1      8       4 -3.1694215    5 0.4583
   9      1     Danja       60   -2.5   0.05      1      9       1  1.8305785    5 0.9581
  10      1    Merrit       10   -2.5   0.15      1     10       2 -3.1694215    5 0.4926
  11      1    Yorrel       30   -2.5   0.25      1     11       3 -1.1694215    5 0.9214
  12      1    Warrah       30   -2.5   0.35      1     12       4 -1.1694215    5 0.8979
  13      1  Gungurru       30   -2.5   0.45      1     13       1 -1.1694215    5 1.0543
  14      1    Warrah       10   -2.5   0.55      1     14       2 -3.1694215    5 0.3321
  15      1   Unicrop       30   -2.5   0.65      1     15       3 -1.1694215    5 0.8159
  16      1 Illyarrie       50   -2.5   0.75      1     16       4  0.8305785    5 0.9803
   1      2    Yorrel       20   -1.5  -0.75      2      1       1 -2.1694215    5 0.5028
   2      2 Illyarrie       20   -1.5  -0.65      2      2       2 -2.1694215    5 0.5120
   3      2  Gungurru       20   -1.5  -0.55      2      3       3 -2.1694215    5 0.6105
   4      2    Warrah       50   -1.5  -0.45      2      4       4  0.8305785    5 0.8076
   5      2 Illyarrie       10   -1.5  -0.35      2      5       1 -3.1694215    5 0.3580
   6      2    Yandee       20   -1.5  -0.25      2      6       2 -2.1694215    5 0.6656
   7      2   Unicrop       10   -1.5  -0.15      2      7       3 -3.1694215    5 0.3155
   8      2    Warrah       40   -1.5  -0.05      2      8       4 -0.1694215    5 0.8235
   9      2 Illyarrie       60   -1.5   0.05      2      9       1  1.8305785    5 0.9304
  10      2   Unicrop       40   -1.5   0.15      2     10       2 -0.1694215    5 0.7101
  11      2    Warrah       20   -1.5   0.25      2     11       3 -2.1694215    5 0.4083
  12      2   Unicrop       50   -1.5   0.35      2     12       4  0.8305785    5 1.1993
  13      2     Danja       20   -1.5   0.45      2     13       1 -2.1694215    5 0.9160
  14      2    Yorrel       40   -1.5   0.55      2     14       2 -0.1694215    5 1.0413
  15      2   Unicrop       60   -1.5   0.65      2     15       3  1.8305785    5 0.7455
  16      2    Yandee       60   -1.5   0.75      2     16       4  1.8305785    5 1.0238
   1      3    Yorrel       60   -0.5  -0.75      3      1       1  1.8305785    5 0.8764
   2      3    Warrah       60   -0.5  -0.65      3      2       2  1.8305785    5 0.6834
   3      3     Danja       50   -0.5  -0.55      3      3       3  0.8305785    5 1.2236
   4      3    Merrit       60   -0.5  -0.45      3      4       4  1.8305785    5 1.3836
   5      3    Yandee       30   -0.5  -0.35      3      5       1 -1.1694215    5 0.7476
   6      3     Danja       50   -0.5  -0.25      3      6       2  0.8305785    5 1.0778
   7      3    Yandee       50   -0.5  -0.15      3      7       3  0.8305785    5 1.0758
   8      3   Unicrop       20   -0.5  -0.05      3      8       4 -2.1694215    5 0.8619
   9      3    Yorrel       10   -0.5   0.05      3      9       1 -3.1694215    5 0.5344
  10      3    Merrit       30   -0.5   0.15      3     10       2 -1.1694215    5 1.1313
  11      3    Merrit       20   -0.5   0.25      3     11       3 -2.1694215    5 0.9576
  12      3 Illyarrie       30   -0.5   0.35      3     12       4 -1.1694215    5 1.0301
  13      3     Danja       40   -0.5   0.45      3     13       1 -0.1694215    5 1.0890
  14      3     Danja       30   -0.5   0.55      3     14       2 -1.1694215    5 1.0065
  15      3    Yorrel       50   -0.5   0.65      3     15       3  0.8305785    5 1.1454
  16      3    Merrit       50   -0.5   0.75      3     16       4  0.8305785    5 1.4165
   1      4    Yandee       20    0.5  -0.75      4      1       1 -2.1694215    5 1.2413
   2      4 Illyarrie       60    0.5  -0.65      4      2       2  1.8305785    5 1.0351
   3      4   Unicrop       20    0.5  -0.55      4      3       3 -2.1694215    5 0.7429
   4      4    Yandee       30    0.5  -0.45      4      4       4 -1.1694215    5 0.9085
   5      4    Yandee       60    0.5  -0.35      4      5       1  1.8305785    5 0.7739
   6      4    Yandee       40    0.5  -0.25      4      6       2 -0.1694215    5 0.8666
   7      4    Yorrel       20    0.5  -0.15      4      7       3 -2.1694215    5 0.5995
   8      4    Merrit       60    0.5  -0.05      4      8       4  1.8305785    5 1.5158
   9      4  Gungurru       50    0.5   0.05      4      9       1  0.8305785    5 1.0190
  10      4 Illyarrie       50    0.5   0.15      4     10       2  0.8305785    5 0.8021
  11      4   Unicrop       50    0.5   0.25      4     11       3  0.8305785    5 0.8608
  12      4     Danja       60    0.5   0.35      4     12       4  1.8305785    5 1.5425
  13      4  Gungurru       20    0.5   0.45      4     13       1 -2.1694215    5 0.5171
  14      4    Yandee       50    0.5   0.55      4     14       2  0.8305785    5 0.8279
  15      4  Gungurru       40    0.5   0.65      4     15       3 -0.1694215    5 1.0613
  16      4     Danja       20    0.5   0.75      4     16       4 -2.1694215    5 0.6943
   1      5  Gungurru       60    1.5  -0.75      5      1       1  1.8305785    5 1.0899
   2      5    Merrit       40    1.5  -0.65      5      2       2 -0.1694215    5 1.1181
   3      5 Illyarrie       10    1.5  -0.55      5      3       3 -3.1694215    5 0.5208
   4      5   Unicrop       40    1.5  -0.45      5      4       4 -0.1694215    5 0.9585
   5      5    Yorrel       40    1.5  -0.35      5      5       1 -0.1694215    5 0.8203
   6      5    Warrah       30    1.5  -0.25      5      6       2 -1.1694215    5 0.7398
   7      5 Illyarrie       30    1.5  -0.15      5      7       3 -1.1694215    5 0.8744
   8      5    Yorrel       60    1.5  -0.05      5      8       4  1.8305785    5 1.4290
   9      5   Unicrop       10    1.5   0.05      5      9       1 -3.1694215    5 0.4386
  10      5    Warrah       20    1.5   0.15      5     10       2 -2.1694215    5 0.4364
  11      5    Yorrel       10    1.5   0.25      5     11       3 -3.1694215    5 0.5171
  12      5    Warrah       10    1.5   0.35      5     12       4 -3.1694215    5 0.3395
  13      5     Danja       30    1.5   0.45      5     13       1 -1.1694215    5 1.1515
  14      5   Unicrop       30    1.5   0.55      5     14       2 -1.1694215    5 0.9945
  15      5     Danja       40    1.5   0.65      5     15       3 -0.1694215    5 1.1971
  16      5    Yorrel       30    1.5   0.75      5     16       4 -1.1694215    5 1.4159
   1      6    Merrit       30    2.5  -0.75      6      1       1 -1.1694215    5     NA
   2      6    Yandee       10    2.5  -0.65      6      2       2 -3.1694215    5     NA
   3      6    Warrah       60    2.5  -0.55      6      3       3  1.8305785    5     NA
   4      6    Merrit       50    2.5  -0.45      6      4       4  0.8305785    5 1.3776
   5      6    Warrah       50    2.5  -0.35      6      5       1  0.8305785    5 0.8453
   6      6    Yandee       10    2.5  -0.25      6      6       2 -3.1694215    5 0.5529
   7      6 Illyarrie       20    2.5  -0.15      6      7       3 -2.1694215    5 0.8720
   8      6  Gungurru       10    2.5  -0.05      6      8       4 -3.1694215    5 0.6494
   9      6    Warrah       40    2.5   0.05      6      9       1 -0.1694215    5 1.0090
  10      6     Danja       10    2.5   0.15      6     10       2 -3.1694215    5 0.6605
  11      6    Yorrel       50    2.5   0.25      6     11       3  0.8305785    5 1.2769
  12      6    Merrit       10    2.5   0.35      6     12       4 -3.1694215    5 0.5783
  13      6   Unicrop       60    2.5   0.45      6     13       1  1.8305785    5 1.0101
  14      6 Illyarrie       40    2.5   0.55      6     14       2 -0.1694215    5 1.1616
  15      6    Merrit       20    2.5   0.65      6     15       3 -2.1694215    5 1.0966
  16      6  Gungurru       30    2.5   0.75      6     16       4 -1.1694215    5 1.4438
   1      1     Danja       70   -2.5  -1.30      1      1       4  2.8305785    6 1.3799
   2      1     Danja       30   -2.5  -1.20      1      2       1 -1.1694215    6 0.9390
   3      1  Gungurru       50   -2.5  -1.10      1      3       2  0.8305785    6 1.2135
   4      1    Warrah       60   -2.5  -1.00      1      4       3  1.8305785    6 1.1083
   5      1 Illyarrie       60   -2.5  -0.90      1      5       4  1.8305785    6 1.2016
   6      1 Illyarrie       20   -2.5  -0.80      1      6       1 -2.1694215    6 0.7368
   7      1    Yandee       50   -2.5  -0.70      1      7       2  0.8305785    6 1.2083
   8      1    Merrit       40   -2.5  -0.60      1      8       3 -0.1694215    6 1.2379
   9      1 Illyarrie       40   -2.5  -0.50      1      9       4 -0.1694215    6 1.2411
  10      1   84L:439       20   -2.5  -0.40      1     10       1 -2.1694215    6 0.4836
  11      1   84L:439       40   -2.5  -0.30      1     11       2 -0.1694215    6 0.9528
  12      1  Gungurru       70   -2.5  -0.20      1     12       3  2.8305785    6 1.4379
  13      1    Merrit       60   -2.5  -0.10      1     13       4  1.8305785    6 1.3086
  14      1   84L:439       70   -2.5   0.00      1     14       1  2.8305785    6 0.9525
  15      1    Warrah       40   -2.5   0.10      1     15       2 -0.1694215    6 0.8553
  16      1  Gungurru       20   -2.5   0.20      1     16       3 -2.1694215    6 0.8143
  17      1     Danja       20   -2.5   0.30      1     17       4 -2.1694215    6 0.7791
  18      1   Unicrop       60   -2.5   0.40      1     18       1  1.8305785    6 1.1731
  19      1    Yorrel       40   -2.5   0.50      1     19       2 -0.1694215    6 1.2649
  20      1   Unicrop       70   -2.5   0.60      1     20       3  2.8305785    6 1.0075
  21      1    Yandee       60   -2.5   0.70      1     21       4  1.8305785    6 1.2978
  22      1    Merrit       50   -2.5   0.80      1     22       1  0.8305785    6 1.1838
  23      1     Danja       50   -2.5   0.90      1     23       2  0.8305785    6 1.2720
  24      1    Yandee       70   -2.5   1.00      1     24       3  2.8305785    6 1.2416
  25      1  Gungurru       60   -2.5   1.10      1     25       4  1.8305785    6 1.2248
  26      1    Yorrel       20   -2.5   1.20      1     26       1 -2.1694215    6 0.9696
  27      1    Warrah       20   -2.5   1.30      1     27       2 -2.1694215    6 0.7820
   1      2   Unicrop       20   -1.5  -1.30      2      1       4 -2.1694215    6 0.5538
   2      2    Merrit       70   -1.5  -1.20      2      2       1  2.8305785    6 1.0346
   3      2     Danja       60   -1.5  -1.10      2      3       2  1.8305785    6 0.9821
   4      2    Yandee       30   -1.5  -1.00      2      4       3 -1.1694215    6 0.9704
   5      2    Yandee       20   -1.5  -0.90      2      5       4 -2.1694215    6 0.6179
   6      2  Gungurru       40   -1.5  -0.80      2      6       1 -0.1694215    6 1.0186
   7      2    Yorrel       30   -1.5  -0.70      2      7       2 -1.1694215    6 0.9061
   8      2    Yandee       40   -1.5  -0.60      2      8       3 -0.1694215    6 1.0126
   9      2 Illyarrie       50   -1.5  -0.50      2      9       4  0.8305785    6 1.0659
  10      2    Warrah       50   -1.5  -0.40      2     10       1  0.8305785    6 0.9849
  11      2   84L:439       30   -1.5  -0.30      2     11       2 -1.1694215    6 0.8130
  12      2    Merrit       20   -1.5  -0.20      2     12       3 -2.1694215    6 1.0590
  13      2   Unicrop       30   -1.5  -0.10      2     13       4 -1.1694215    6 0.9306
  14      2    Merrit       30   -1.5   0.00      2     14       1 -1.1694215    6 1.1714
  15      2 Illyarrie       30   -1.5   0.10      2     15       2 -1.1694215    6 0.9525
  16      2  Gungurru       30   -1.5   0.20      2     16       3 -1.1694215    6 1.0503
  17      2 Illyarrie       70   -1.5   0.30      2     17       4  2.8305785    6 1.3426
  18      2   84L:439       50   -1.5   0.40      2     18       1  0.8305785    6 0.9049
  19      2    Warrah       70   -1.5   0.50      2     19       2  2.8305785    6 0.9369
  20      2    Yorrel       60   -1.5   0.60      2     20       3  1.8305785    6 1.4436
  21      2    Warrah       30   -1.5   0.70      2     21       4 -1.1694215    6 0.6675
  22      2    Yorrel       50   -1.5   0.80      2     22       1  0.8305785    6 1.4473
  23      2   Unicrop       40   -1.5   0.90      2     23       2 -0.1694215    6 0.8318
  24      2   84L:439       60   -1.5   1.00      2     24       3  1.8305785    6 1.1564
  25      2   Unicrop       50   -1.5   1.10      2     25       4  0.8305785    6 0.8905
  26      2    Yorrel       70   -1.5   1.20      2     26       1  2.8305785    6 1.3959
  27      2     Danja       40   -1.5   1.30      2     27       2 -0.1694215    6 1.2395
   1      3    Warrah       40   -0.5  -1.30      3      1       4 -0.1694215    6 1.1578
   2      3    Warrah       60   -0.5  -1.20      3      2       1  1.8305785    6 0.9971
   3      3    Yandee       20   -0.5  -1.10      3      3       2 -2.1694215    6 0.7675
   4      3  Gungurru       50   -0.5  -1.00      3      4       3  0.8305785    6 1.4608
   5      3     Danja       40   -0.5  -0.90      3      5       4 -0.1694215    6 1.0033
   6      3  Gungurru       60   -0.5  -0.80      3      6       1  1.8305785    6 1.3206
   7      3    Yandee       70   -0.5  -0.70      3      7       2  2.8305785    6 1.0128
   8      3     Danja       50   -0.5  -0.60      3      8       3  0.8305785    6 1.4196
   9      3  Gungurru       30   -0.5  -0.50      3      9       4 -1.1694215    6 0.9978
  10      3   Unicrop       60   -0.5  -0.40      3     10       1  1.8305785    6 1.4235
  11      3    Warrah       30   -0.5  -0.30      3     11       2 -1.1694215    6 0.8656
  12      3   Unicrop       40   -0.5  -0.20      3     12       3 -0.1694215    6 1.0373
  13      3 Illyarrie       70   -0.5  -0.10      3     13       4  2.8305785    6 1.3798
  14      3    Merrit       20   -0.5   0.00      3     14       1 -2.1694215    6 0.5524
  15      3    Yorrel       20   -0.5   0.10      3     15       2 -2.1694215    6 0.9216
  16      3   84L:439       40   -0.5   0.20      3     16       3 -0.1694215    6 0.9008
  17      3   84L:439       30   -0.5   0.30      3     17       4 -1.1694215    6 0.7513
  18      3  Gungurru       20   -0.5   0.40      3     18       1 -2.1694215    6 0.6204
  19      3   Unicrop       20   -0.5   0.50      3     19       2 -2.1694215    6 0.6556
  20      3   84L:439       50   -0.5   0.60      3     20       3  0.8305785    6 1.2664
  21      3    Warrah       20   -0.5   0.70      3     21       4 -2.1694215    6 0.4840
  22      3  Gungurru       40   -0.5   0.80      3     22       1 -0.1694215    6 1.2500
  23      3     Danja       60   -0.5   0.90      3     23       2  1.8305785    6 1.2955
  24      3  Gungurru       70   -0.5   1.00      3     24       3  2.8305785    6 1.4341
  25      3    Yorrel       60   -0.5   1.10      3     25       4  1.8305785    6 1.5063
  26      3 Illyarrie       20   -0.5   1.20      3     26       1 -2.1694215    6 0.6240
  27      3 Illyarrie       60   -0.5   1.30      3     27       2  1.8305785    6 1.1380
   1      4    Merrit       50    0.5  -1.30      4      1       4  0.8305785    6 0.8893
   2      4    Yorrel       50    0.5  -1.20      4      2       1  0.8305785    6 0.9066
   3      4    Yorrel       30    0.5  -1.10      4      3       2 -1.1694215    6 0.9854
   4      4    Yandee       40    0.5  -1.00      4      4       3 -0.1694215    6 0.8825
   5      4 Illyarrie       30    0.5  -0.90      4      5       4 -1.1694215    6 0.7348
   6      4     Danja       70    0.5  -0.80      4      6       1  2.8305785    6 1.0806
   7      4    Merrit       40    0.5  -0.70      4      7       2 -0.1694215    6 1.1255
   8      4    Warrah       50    0.5  -0.60      4      8       3  0.8305785    6 1.2653
   9      4    Merrit       70    0.5  -0.50      4      9       4  2.8305785    6 1.3751
  10      4    Merrit       60    0.5  -0.40      4     10       1  1.8305785    6 1.4433
  11      4    Yorrel       40    0.5  -0.30      4     11       2 -0.1694215    6 0.9438
  12      4    Yandee       60    0.5  -0.20      4     12       3  1.8305785    6 1.2294
  13      4    Yorrel       70    0.5  -0.10      4     13       4  2.8305785    6 1.3705
  14      4   Unicrop       50    0.5   0.00      4     14       1  0.8305785    6 0.9388
  15      4   Unicrop       70    0.5   0.10      4     15       2  2.8305785    6 0.8998
  16      4   Unicrop       30    0.5   0.20      4     16       3 -1.1694215    6 0.9004
  17      4     Danja       20    0.5   0.30      4     17       4 -2.1694215    6 0.8769
  18      4    Yandee       50    0.5   0.40      4     18       1  0.8305785    6 1.3091
  19      4   84L:439       20    0.5   0.50      4     19       2 -2.1694215    6 0.6040
  20      4     Danja       30    0.5   0.60      4     20       3 -1.1694215    6 1.0795
  21      4    Warrah       70    0.5   0.70      4     21       4  2.8305785    6 0.9466
  22      4   84L:439       70    0.5   0.80      4     22       1  2.8305785    6 1.1385
  23      4    Yandee       30    0.5   0.90      4     23       2 -1.1694215    6 0.7654
  24      4 Illyarrie       50    0.5   1.00      4     24       3  0.8305785    6 1.0664
  25      4 Illyarrie       40    0.5   1.10      4     25       4 -0.1694215    6 0.9174
  26      4   84L:439       60    0.5   1.20      4     26       1  1.8305785    6 0.8798
  27      4    Merrit       30    0.5   1.30      4     27       2 -1.1694215    6 0.8383
   1      5    Merrit       40    1.5  -1.30      5      1       4 -0.1694215    6 0.7588
   2      5    Yorrel       40    1.5  -1.20      5      2       1 -0.1694215    6 0.8821
   3      5    Warrah       50    1.5  -1.10      5      3       2  0.8305785    6 0.8105
   4      5   84L:439       50    1.5  -1.00      5      4       3  0.8305785    6 1.0113
   5      5  Gungurru       20    1.5  -0.90      5      5       4 -2.1694215    6 0.6865
   6      5     Danja       30    1.5  -0.80      5      6       1 -1.1694215    6 0.9486
   7      5    Yandee       60    1.5  -0.70      5      7       2  1.8305785    6 0.8356
   8      5    Merrit       60    1.5  -0.60      5      8       3  1.8305785    6 1.4111
   9      5    Yandee       50    1.5  -0.50      5      9       4  0.8305785    6 0.8620
  10      5   Unicrop       70    1.5  -0.40      5     10       1  2.8305785    6 0.8895
  11      5     Danja       70    1.5  -0.30      5     11       2  2.8305785    6 1.1079
  12      5     Danja       20    1.5  -0.20      5     12       3 -2.1694215    6 0.7656
  13      5  Gungurru       70    1.5  -0.10      5     13       4  2.8305785    6 1.2733
  14      5    Yorrel       50    1.5   0.00      5     14       1  0.8305785    6 0.9144
  15      5  Gungurru       40    1.5   0.10      5     15       2 -0.1694215    6 0.9453
  16      5   84L:439       60    1.5   0.20      5     16       3  1.8305785    6 1.1413
  17      5 Illyarrie       40    1.5   0.30      5     17       4 -0.1694215    6 1.0783
  18      5   Unicrop       40    1.5   0.40      5     18       1 -0.1694215    6 1.1969
  19      5    Yandee       20    1.5   0.50      5     19       2 -2.1694215    6 1.0315
  20      5     Danja       40    1.5   0.60      5     20       3 -0.1694215    6 1.4005
  21      5   Unicrop       60    1.5   0.70      5     21       4  1.8305785    6 1.0055
  22      5   84L:439       30    1.5   0.80      5     22       1 -1.1694215    6 0.5933
  23      5    Warrah       40    1.5   0.90      5     23       2 -0.1694215    6 0.7476
  24      5    Yandee       40    1.5   1.00      5     24       3 -0.1694215    6 0.9609
  25      5  Gungurru       50    1.5   1.10      5     25       4  0.8305785    6 1.2795
  26      5   84L:439       40    1.5   1.20      5     26       1 -0.1694215    6 0.7209
  27      5     Danja       50    1.5   1.30      5     27       2  0.8305785    6 0.9781
   1      6    Merrit       50    2.5  -1.30      6      1       4  0.8305785    6 1.0808
   2      6    Yorrel       70    2.5  -1.20      6      2       1  2.8305785    6 0.7816
   3      6    Merrit       70    2.5  -1.10      6      3       2  2.8305785    6 1.0038
   4      6 Illyarrie       70    2.5  -1.00      6      4       3  2.8305785    6 0.9673
   5      6   Unicrop       20    2.5  -0.90      6      5       4 -2.1694215    6 0.5373
   6      6 Illyarrie       20    2.5  -0.80      6      6       1 -2.1694215    6 0.7215
   7      6    Warrah       70    2.5  -0.70      6      7       2  2.8305785    6 0.9009
   8      6    Yorrel       20    2.5  -0.60      6      8       3 -2.1694215    6 0.7179
   9      6    Yandee       30    2.5  -0.50      6      9       4 -1.1694215    6 0.9496
  10      6    Warrah       20    2.5  -0.40      6     10       1 -2.1694215    6 0.4294
  11      6   Unicrop       30    2.5  -0.30      6     11       2 -1.1694215    6 0.7094
  12      6   84L:439       20    2.5  -0.20      6     12       3 -2.1694215    6 0.5476
  13      6   Unicrop       50    2.5  -0.10      6     13       4  0.8305785    6 0.8373
  14      6    Yorrel       60    2.5   0.00      6     14       1  1.8305785    6 0.8789
  15      6    Yorrel       30    2.5   0.10      6     15       2 -1.1694215    6 0.7830
  16      6 Illyarrie       60    2.5   0.20      6     16       3  1.8305785    6 1.2540
  17      6    Merrit       30    2.5   0.30      6     17       4 -1.1694215    6 0.9529
  18      6  Gungurru       30    2.5   0.40      6     18       1 -1.1694215    6 0.8764
  19      6    Warrah       60    2.5   0.50      6     19       2  1.8305785    6 0.9501
  20      6    Warrah       30    2.5   0.60      6     20       3 -1.1694215    6 0.6624
  21      6 Illyarrie       50    2.5   0.70      6     21       4  0.8305785    6 0.9386
  22      6     Danja       60    2.5   0.80      6     22       1  1.8305785    6 0.6520
  23      6    Yandee       70    2.5   0.90      6     23       2  2.8305785    6 0.7658
  24      6  Gungurru       60    2.5   1.00      6     24       3  1.8305785    6 1.2233
  25      6 Illyarrie       30    2.5   1.10      6     25       4 -1.1694215    6 1.0500
  26      6    Merrit       20    2.5   1.20      6     26       1 -2.1694215    6 0.5953
  27      6   84L:439       70    2.5   1.30      6     27       2  2.8305785    6 1.1163
   1      1     Danja       70   -2.5  -1.30      1      1       4  2.8305785    7 1.4456
   2      1     Danja       30   -2.5  -1.20      1      2       1 -1.1694215    7 0.7315
   3      1  Gungurru       50   -2.5  -1.10      1      3       2  0.8305785    7 1.1264
   4      1    Warrah       60   -2.5  -1.00      1      4       3  1.8305785    7 0.6218
   5      1 Illyarrie       60   -2.5  -0.90      1      5       4  1.8305785    7 1.0651
   6      1 Illyarrie       20   -2.5  -0.80      1      6       1 -2.1694215    7 0.4654
   7      1    Yandee       50   -2.5  -0.70      1      7       2  0.8305785    7 0.8889
   8      1    Merrit       40   -2.5  -0.60      1      8       3 -0.1694215    7 0.6595
   9      1 Illyarrie       40   -2.5  -0.50      1      9       4 -0.1694215    7 0.4234
  10      1   84L:439       20   -2.5  -0.40      1     10       1 -2.1694215    7 0.1825
  11      1   84L:439       40   -2.5  -0.30      1     11       2 -0.1694215    7 0.3298
  12      1  Gungurru       70   -2.5  -0.20      1     12       3  2.8305785    7 0.4364
  13      1    Merrit       60   -2.5  -0.10      1     13       4  1.8305785    7 0.5988
  14      1   84L:439       70   -2.5   0.00      1     14       1  2.8305785    7 0.3691
  15      1    Warrah       40   -2.5   0.10      1     15       2 -0.1694215    7 0.2385
  16      1  Gungurru       20   -2.5   0.20      1     16       3 -2.1694215    7 0.1606
  17      1     Danja       20   -2.5   0.30      1     17       4 -2.1694215    7 0.2594
  18      1   Unicrop       60   -2.5   0.40      1     18       1  1.8305785    7 0.2291
  19      1    Yorrel       40   -2.5   0.50      1     19       2 -0.1694215    7 0.4101
  20      1   Unicrop       70   -2.5   0.60      1     20       3  2.8305785    7 0.1150
  21      1    Yandee       60   -2.5   0.70      1     21       4  1.8305785    7 0.4059
  22      1    Merrit       50   -2.5   0.80      1     22       1  0.8305785    7 0.6770
  23      1     Danja       50   -2.5   0.90      1     23       2  0.8305785    7 0.4545
  24      1    Yandee       70   -2.5   1.00      1     24       3  2.8305785    7 0.1416
  25      1  Gungurru       60   -2.5   1.10      1     25       4  1.8305785    7 0.5998
  26      1    Yorrel       20   -2.5   1.20      1     26       1 -2.1694215    7 0.0960
  27      1    Warrah       20   -2.5   1.30      1     27       2 -2.1694215    7 0.1118
   1      2   Unicrop       20   -1.5  -1.30      2      1       4 -2.1694215    7 0.2269
   2      2    Merrit       70   -1.5  -1.20      2      2       1  2.8305785    7 0.8028
   3      2     Danja       60   -1.5  -1.10      2      3       2  1.8305785    7 0.4826
   4      2    Yandee       30   -1.5  -1.00      2      4       3 -1.1694215    7 0.3460
   5      2    Yandee       20   -1.5  -0.90      2      5       4 -2.1694215    7 0.4090
   6      2  Gungurru       40   -1.5  -0.80      2      6       1 -0.1694215    7 0.6149
   7      2    Yorrel       30   -1.5  -0.70      2      7       2 -1.1694215    7 0.5316
   8      2    Yandee       40   -1.5  -0.60      2      8       3 -0.1694215    7 0.2441
   9      2 Illyarrie       50   -1.5  -0.50      2      9       4  0.8305785    7 0.4498
  10      2    Warrah       50   -1.5  -0.40      2     10       1  0.8305785    7 0.2576
  11      2   84L:439       30   -1.5  -0.30      2     11       2 -1.1694215    7 0.2641
  12      2    Merrit       20   -1.5  -0.20      2     12       3 -2.1694215    7 0.1569
  13      2   Unicrop       30   -1.5  -0.10      2     13       4 -1.1694215    7 0.2199
  14      2    Merrit       30   -1.5   0.00      2     14       1 -1.1694215    7 0.3983
  15      2 Illyarrie       30   -1.5   0.10      2     15       2 -1.1694215    7 0.3160
  16      2  Gungurru       30   -1.5   0.20      2     16       3 -1.1694215    7 0.3350
  17      2 Illyarrie       70   -1.5   0.30      2     17       4  2.8305785    7 0.4528
  18      2   84L:439       50   -1.5   0.40      2     18       1  0.8305785    7 0.2838
  19      2    Warrah       70   -1.5   0.50      2     19       2  2.8305785    7 0.4614
  20      2    Yorrel       60   -1.5   0.60      2     20       3  1.8305785    7 0.6254
  21      2    Warrah       30   -1.5   0.70      2     21       4 -1.1694215    7 0.5855
  22      2    Yorrel       50   -1.5   0.80      2     22       1  0.8305785    7     NA
  23      2   Unicrop       40   -1.5   0.90      2     23       2 -0.1694215    7     NA
  24      2   84L:439       60   -1.5   1.00      2     24       3  1.8305785    7     NA
  25      2   Unicrop       50   -1.5   1.10      2     25       4  0.8305785    7 0.2219
  26      2    Yorrel       70   -1.5   1.20      2     26       1  2.8305785    7 0.2285
  27      2     Danja       40   -1.5   1.30      2     27       2 -0.1694215    7 0.4095
   1      3    Warrah       40   -0.5  -1.30      3      1       4 -0.1694215    7 0.3361
   2      3    Warrah       60   -0.5  -1.20      3      2       1  1.8305785    7 0.2050
   3      3    Yandee       20   -0.5  -1.10      3      3       2 -2.1694215    7 0.2314
   4      3  Gungurru       50   -0.5  -1.00      3      4       3  0.8305785    7 0.5060
   5      3     Danja       40   -0.5  -0.90      3      5       4 -0.1694215    7 0.4509
   6      3  Gungurru       60   -0.5  -0.80      3      6       1  1.8305785    7 0.5660
   7      3    Yandee       70   -0.5  -0.70      3      7       2  2.8305785    7 0.4105
   8      3     Danja       50   -0.5  -0.60      3      8       3  0.8305785    7 0.3574
   9      3  Gungurru       30   -0.5  -0.50      3      9       4 -1.1694215    7 0.2284
  10      3   Unicrop       60   -0.5  -0.40      3     10       1  1.8305785    7 0.1558
  11      3    Warrah       30   -0.5  -0.30      3     11       2 -1.1694215    7 0.2135
  12      3   Unicrop       40   -0.5  -0.20      3     12       3 -0.1694215    7 0.1463
  13      3 Illyarrie       70   -0.5  -0.10      3     13       4  2.8305785    7 0.3875
  14      3    Merrit       20   -0.5   0.00      3     14       1 -2.1694215    7 0.2495
